interaction_type,event,target_text,response_text,label
Reply,Santa Fe Shooting,A student with a gun killed some people in a school Will we demonize students Schools that allowed students with guns on campus Other students who angered the student so much Mentally ill students No It will be the NRAs fault And Republicans And Trump ,billonesty It doesnt make no fking sense amp all this talk about gun control is bullshit No metal detectors n the schools no police amp no search but they voted for a fked up so called president amp look whats happeneddo something about this killing amp cut the krap ,3
Reply,Santa Fe Shooting,,,1
Reply,Santa Fe Shooting,SaraMurray This is a lie even the Washington Post says so ,,1
Quote,Santa Fe Shooting,Theres already what appears to be a fake Facebook profile of alleged santa fe shooter photoshopped to look like he wore a HillaryClinton hat santa fe shooting ,Alt Right is at it again with fake photoshopping santa fe highschool ,3
Quote,Santa Fe Shooting,Interviewer “Was there a part of you that was like ‘This could not happen at my school’” Santa Fe High School student “No It’s been happening everywhere I’ve always felt it would eventually happen here too” ,What the fuck is wrong with this country NRA ,3
Reply,Santa Fe Shooting,EdKrassen Our last school shooting was many years ago There are no words for the sadness over the many students and teachers lives lost in the USAwere so so sorry for your loss😔 ,,3
Quote,Santa Fe Shooting,Numbers dont lie folks That is a very very hefty of blood money the Rs take in ,,3
Quote,Santa Fe Shooting,saying this again but on this accoumt but this is highly misleading actually Even an accidental shot fired on the same street of a school is also considered a school shooting and most mass shootings in America have almost no injuries or deaths ,,2
Quote,Santa Fe Shooting,"Hey facebook someone made what appears to be a fake account 15 minutes ago using name ""Dimitri Pagourtzis"" who is police custody after the santa fe shooting and photoshopped a Hillary Clinton hat in the profile picture added cover photo that reads ""action antifasciste"" ",Yeah gonna say this has to be fake cuz I heard a reporter said the MSNBC social media team didnt see anything like this at all ,3
Quote,Santa Fe Shooting,Want to reupp this piece from the last big school shooting Our collective inabilityunwillingness to address the gun issue feeds their culture power and the attraction of mass atrocity attacks gtgt via TPM ,why do people collectively want guns i really dont get it miss me w that personal safety bullshit were adults the only thing i can ever come up w is its just another way to cling to the pastppl dont have the imagination for a different future ,3
Reply,Santa Fe Shooting,NO Gov Abbott STOP pushing this mental health shit before his seat even gets warm in jail ,Kokomothegreat Exactly The same bullshit Not a word about gun control He got the guns from his father so fat lotta good that woulda done anyway Unbelievable ,4
Quote,Santa Fe Shooting,Right WingRussian Troll Farms Instantly Start Planting Fake News After Texas School Shooting ,The TrumpRussia propaganda never stopped Soon these lies will be picked up by Trump TV aka Fox News and probably Sinclair local stations and spread as if true ,3
Quote,Santa Fe Shooting,The original hat is a Trump hat The update is a fake Deplorables cannot handle the truth of their clan ,,3
Quote,Santa Fe Shooting,Beware these online hoaxes about the Santa Fe shooting ,People out there already making fake accounts for the shooter SethKush TheJohnSenning jasonmercurio bobpage DrewOnTheRadio ,6
Quote,Santa Fe Shooting,tedcruz how dare you stand there and lie you have taken more blood money from the NRA than most politicians I cannot wait until the day you are gone from my sight forever vote be to ,,3
Reply,Santa Fe Shooting,SenateMajLdr McConnellPress SCREW yr PRAYERS DO SOMETHING I WON’T BE VOTING FOR ANY LYING SACKS OF CRAP WHO DO NOTHING BUT SAY PRAYERS u CAN BUT u REFUSE TO DO A DAMN THING THEIR BLOOD ARE ON YOUR HANDS UNTIL YOU IDIOTS DO SOMETHING IT WILL HAPPEN AGAIN amp AGAIN STAND UP amp DO SOMETHING FU THE NRA ,,2
Quote,Santa Fe Shooting,NICE JOB MarcHilberer Can you also provide a list of all the SPINELESS DIRTY LYING HYPOCRITICAL POLITICIANS that are accepting bribes from the filthy NRA HouseGOP SenateGOP santa fehs ,,3
Reply,Santa Fe Shooting,,,3
Quote,Santa Fe Shooting,brace yourselves Avalanche of lies ignorance amp gun control bs is coming 🙄 2 a d e f e n d e r s friday feeling ,JUST LET THEM HAVE THEIR FAKE FIT N WAIT FOR THE GOFUND ME PAGE N ARREST THEM ALL ,3
Quote,Santa Fe Shooting,Ugh what is FUCKING WRONG WITH PEOPLE😡😡😡 guns need to be taken from Americans now Too many innocent lives have been claimed This is ridiculous Schools should not have guns end of ,,3
Quote,Santa Fe Shooting,Yesterday I heard davidhogg111 and Emma4Change talk about the horror of a school shooting Today at least eight people are dead because of the 16th one this year More than 214000 students have now endured gun violence on their campuses since 1999 ,I love have channel 8 news tried to say there’s only been 7 shootings this year in schools Bullshit It shouldn’t even have been one but don’t lie😂😂 ,6
Quote,Santa Fe Shooting,You will do NOTHING you sick sick man And you know it you liar ,,1
Quote,Santa Fe Shooting,Retweet if you miss Barack Obama on days like today A consoler in Chief BarackObama Retweet if you believe we need better gun control laws ,Vicks VapoRub works wonderfully for fake tears ,2
Quote,Santa Fe Shooting,davidhogg111Emma4Change tedcruzCRUZStanding in SANTA FE TX If like you say you want to do EVERYTHING you can to STOP school shootingsHow about Setting an example by not accepting millions of dollars from the NRA Talk is CHEAP REMEMBER THIS TEXAS WHEN YOU VOTE👇 ,tedcruz HEY RAFAEL When I wonder what a lying cheating filthy hypocrite looks like I look for your pic ALL of the childrens blood is one court hands dump cruz ban the nra ban assault weapon snow ,3
Quote,Santa Fe Shooting,Another day another mass shooting in an American school this is a wound that never heals ,Love lies bleeding ,6
Quote,Santa Fe Shooting,This is a monster who appeases the Kremlinfunded nra . This is a monster who has no sympathy for victims of gun violence This is a monster who wants teachers to be armed gun control now gun reform now never again enough santa fe santa fe shooting ,I know POTUS is lying his lips are moving and he said he read something ,3
Reply,Santa Fe Shooting,Dont bother tweeting me that its too soon to talk about the need for stronger gun laws Its always too soon in America For kids shot at Santa Fe High School today its too late ,shannonrwatts CaliGirlResists Impeach the lying president Site the NRA As a terrorist organization Stop the the congressional Bribery ,6
Quote,Santa Fe Shooting,After more than a year of this nightmare the pure brazenness of the lying can still amaze me ,,2
Quote,Santa Fe Shooting,"Lt Gov Dan Patrick suggests reconsidering ""the design of our schools"" saying ""there are too many entrances and too many exits"" Great idealike shooting fish in a barrel GUNS ARE KILLING KIDS NOT DOORS ",We need gun control We need gun control immediately Cut the crap So trying to come up with bullshit ideas that fo nothing about the gun problems Our children are dying ,3
Reply,Santa Fe Shooting,Texas teen Dimitrios Pagourtzis charged with killing 10 in high school massacre via politicususa ,politicususa The sad thing is I look at the shooters face amp it means nothing There is NO JUSTICE or PEACE in this horrific event This is An american PROBLEM This is a potus PROBLEM This is a nra blood money PROBLEM THIS Is a gun control PROBLEM This is about GOVMT PAYOFFS 💰 ,6
Quote,Santa Fe Shooting,"Rafael ""Ted"" Cruz making a BS speech right now Counting the seconds until he says we need ""good guys with guns"" instead of gun control . p s . Shove your effin thoughts and prayers up your hypocritical ass ",I Saw his BS Speech too amp Almost punched the TV EVERYTHING IS POLITICIZED WHERES THE HUMANITY THIS IS A HORRIFIC TRAGEDY WHY CANT POLITICIANS EVER B HUMAN💔💔💔😠😠 ,3
Reply,Santa Fe Shooting,By tomorrow morning NRA lobbyists and the lawmakers beholden to them will be calling for laws to arm teachers When they do remember that by arming just a fraction of America’s 36M teachers gun manufacturers would recoup their 100M loss in sales since Trump’s election ,,3
Reply,Santa Fe Shooting,Classic America thinking guns are blame for everything and not idk the fact nearly everyone in this generation has some mental fucking issues and Im not an exemption from that ,thekosmoball This is literally false Yes mental health is a factor but the easy access of guns is why these shootings happened Other continents have solved this issue already so why the fuck are we ignoring that Gun Control is necessary ,1
